category,jobDescription
Machine Learning,"Team Lead - CDM/PV
Qualification:
Graduate/Post Graduate/ Doctorate degree in life sciences/Pharmacy/Medical sciences/Registered Nurse
Responsibility:
Business/ Customer:
Minimal Customer interaction under guidance.
Understands Domain Process/sub process, functions, terminologies (such as SOP, QC checklists).
For PV/Complaints Management Individuals in this role perform data entry of data received from Source documents into the respective Clinical/Safety database While peroforming this activity the associate is responsible for meeting turnaround times and accuracy.
These associates are usually used to handle more critical/senitive transactions.
CODING:
(same as PE)
Perform coding activities on the assigned project with timelines and efficiency.
Import uncoded terms in database and export coded medical terms from coding platform.
Query Management.
Create “New Term Request” and prioritize.
Perform Dictionary upversioning activity as and when required.
CDM:
Performs Migrations / Set up / Close out activities apart from Study Conduct activities under supervision and quality checks from Team Lead.
May do the Peer QC of the TJDA activities.
Generates all study related reports, status updates, and carries out all study related email conversation and communication with internal stakeholders and Client.
Project / Process:
Attempts Complex problems (procedures/processes) and refers to Supervisor/Line Manager in rare cases.
Handle first level processing of transactions.
Adhere to quality requirements, achieve targets/volumes in given TAT(Turn around time).
Proactively identify issues.
Contribute to process improvement initiatives.
Identify and report process changes.
Adhere to the mandatory industry regulation and compliance requirements for the given process.
Knowledge Management:
Update Process documentation as appropriate for the process under guidance.
Participate in knowledge transfer.
People/Team Management:
Adhere to org hygiene and compliance needs in terms of.
a Personal Utilization & Time sheet submission.
b Personal and new hire Assimilation.
c Attendance.
d Team Initiatives.
Collate team performance metrics.
Manage break schedule/transport logistics for the team in the absence of his/her supervisor.
Employee Status : Full Time Employee
Shift : Day Job
Travel : No
Job Posting : Nov 05 2020
About Cognizant
Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 194 on the Fortune 500 and is consistently listed among the most admired companies in the world."
Machine Learning,"Due to the current health crisis related to COVID-19 and the escalating visa/travel restrictions in place, we're currently unable to extend offers to anyone who cannot work from India due to lockdown visa/travel restrictions, or other restrictive measures until further notice. Consequently, we will be prioritizing candidates who can start in this location by set date as expected. We're keeping the situation under review and would adjust our position should the restrictive measures be removed later on.
Minimum qualifications:
Bachelor's degree or equivalent practical experience.
4 years of work experience in analytics/consulting.
Experience with databases and querying languages (SQL, MySQL).
Experience in querying and analyzing sets of data.

Preferred qualifications:
2 years of experience in the Ads industry, risk and fraud investigation, Internet industry, or similar.
Familiarity in one or more of the following areas: statistical analytical tools (R, SPSS, SAS) and coding (C/C++, Python, Java).
Understanding of how the Internet works economically, socially, and technically.
Demonstrated ability to identify workflow pain points, and optimize and scale processes.
Excellent communication skills, and the ability to be comfortable interacting with internal and external users.
Interest in innovation, technology and Google products.
About the job
Trust & Safety team members are tasked with identifying and taking on the biggest problems that challenge the safety and integrity of our products. They use technical know-how, excellent problem-solving skills, user insights, and proactive communication to protect users and our partners from abuse across Google products like Search, Maps, Gmail, and Google Ads. On this team, you're a big-picture thinker and strategic team-player with a passion for doing what’s right. You work globally and cross-functionally with Google engineers and product managers to identify and fight abuse and fraud cases at Google speed - with urgency. And you take pride in knowing that every day you are working hard to promote trust in Google and ensuring the highest levels of user safety.
On this team, you will focus on restricting or preventing policy violations and abuse to ensure a safe and secure Ads environment for our users. You will identify and solve complex problems, and innovate and optimize our processes and tools. You will also work with product and engineering teams to make sure that new products and features provide an excellent, safe experience for users.
At Google we work hard to earn our users’ trust every day. Trust & Safety is Google’s team of abuse fighting and user trust experts working daily to make the internet a safer place. We partner with teams across Google to deliver bold solutions in abuse areas such as malware, spam and account hijacking. A diverse team of Analysts, Policy Specialists, Engineers, and Program Managers, we work to reduce risk and fight abuse across all of Google’s products, protecting our users, advertisers, and publishers across the globe in over 40 languages.
Responsibilities
Prevent spam and abuse by identifying trends and products that aren't in line with policies in Google Ads. Perform statistical data analysis and identify patterns and trends.
Use technical knowledge to drive and implement identified automation projects, and provide an excellent experience to users by ensuring the product data provided to Google is accurate, up-to-date, and compliant with defined quality standards and policies.
Collaborate with Engineering and Product teams to create and enhance tools, develop signals, system functionality, and robust reporting framework which will enhance the experience of our users/customers.
Lead projects through the full project lifecycle and manage operations programs, working closely with Google engineers, product managers and vendor operations to develop and track project schedules and timelines.
Respond to escalations from internal and external parties within designated service levels.
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form."
Machine Learning,"We are looking for strong Data Scientists/Analysts, who will be problem solvers, using predictive modelling techniques and machine learning algorithms, to solve complex business problems in credit and risk domains, and also provide business strategies.

Roles and Responsibilities:
Use of cutting edge machine learning techniques for solving supervised and unsupervised learning problems
Design analytical solutions for complex business problems
Dig deep into data, understand characteristics, evaluate and validate hypotheses through empirical approaches
Recommend and implement best practices around application of statistical modelling
Develop and implement predictive models solving business problems and recommend actionable insights
Mentor and train new recruits
Qualification & Experience
2+ years of experience in the field of analytics, predictive modeling or data science
Strong with programming languages like Python and data processing using SQL or equivalent
Strong with analytical and statistical packages like R, Python Scikit-Learn
Additional familiarity with C/C++ welcome
Experience with the following machine learning algorithms desirable: Gradient Boosting, Decision Trees, Logistic Regression, Random Forests, Deep Neural Networks, Ensemble methods
Experience with NoSQL and distributed data processing technologies such as Hadoop is also desirable
Bachelor or Master in Operations Research, Computer Engineering or in closely related Quantitative Disciplines from a premier institution.
Interested? Please send your resume to careersindia@applieddatafinance.com."
Machine Learning,"Job Overview
Managing a small team of AI Engineers and delivering complex predictive analytics projects on patient data. Typical activities will spread from requirements gathering, design, development and/or integration of applications and AI ML solutions.
Essential Functions
Provides methodology support in the delivery of standard and custom studies.
Applies ML design and methodology to meet project needs, conducts analyses to derive conclusions from the study and assists in preparing written summaries of study results
Makes strategic recommendations on data collection, architecture, and integration incorporating business requirements and knowledge of best practices
Communicates and works with business subject matter experts and organizational leadership
Develops innovative and effective approaches to solve problems and communicates results
At IQVIA, we believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier world. The advanced analytics, technology solutions and contract research services we provide to the life sciences industry are made possible by our 67,000+ employees around the world who apply their insight, curiosity and intellectual courage every step of the way. Learn more at jobs.iqvia.com."
Machine Learning,"Experience : 2-5 years
Job Role:
Research, develop, optimize and productize for artificial intelligence and machine learning applications.
Identifying data sources, extract information and insight from the identified sources (both structured and unstructured information) at the scale of the web.
Implement core NLP functionality (Tokenization, part-of-speech tagging, dependency parsing), and modules supporting natural language understanding, e.g. relation extraction, sentiment analysis and named entity recognition.
Design experiments, test hypotheses and build actionable and scalable models to improve consumer or client experience.
Manage projects and deliverables, and design, deploy, and enhance machine learning-driven software solutions.
Help in estimating the cost of building production ready solutions.
Use Agile methodologies for fast and predictable releases.
Make extensive use of automation to simplify service operations
Help in building team.
Mentor junior members of the team."
Machine Learning,"Relocation Level: Domestic

Hiring Manager: Scott Gatzemeier

Recruiter: RAGHUNATH RAO PASUPULATY

Micron Technology’s vision is to transform how the world uses the information to enrich life, and our commitment to people, innovation, tenacity, collaboration, and customer focus allows us to fulfill our mission to be a global leader in memory and storage solutions. This means conducting business with integrity, accountability, and professionalism while supporting our global community.

Are you experienced in applying machine learning and statistical data analysis techniques to extract intelligence from large data sets?

We are seeking a Data Scientist capable of using machine learning and statistical techniques to build state-of-the-art data products (predictive analytics, prescriptive solutions, decision support, and decision automation data systems) using extensive and diverse Big Data sets from our technology development and manufacturing teams.

As a Data Science Engineer at Micron, you will employ techniques and theories drawn from areas of mathematics, statistics, semiconductor physics, materials science, and information technology to uncover patterns in data from which predictive models, actionable insights, and solutions can be developed.

You will interact with experienced Data Scientists, Data Engineers, Business Areas Engineers, and UX teams to identify questions and issues for data analysis projects and improvement of existing tools. In this position, you will help develop software programs, algorithms and/or automated processes to cleanse, integrate, and evaluate large datasets from multiple disparate sources. There will be significant opportunities to perform exploratory and new solution development activities.

Qualifications:
Strong desire to grow a career as a Data Scientist in highly automated industrial manufacturing doing analysis and machine learning on terabytes and petabytes of diverse datasets.
Experience in the areas: statistical modeling, feature extraction and analysis, supervised/unsupervised/semi-supervised learning. Exposure to the semiconductor industry is a plus but not a requirement.
Ability to extract data from different databases via SQL and other query languages and applying data cleansing, outlier identification, and missing data techniques.
Strong software development skills.
Strong verbal and written communication skills.
Experience with or desire to learn:
Machine learning and other advanced analytical methods
Fluency in Python and/or R
pySpark and/or SparkR and/or SparklyR
Hadoop (Hive, Spark, HBase)
Teradata and/or another SQL databases
Tensorflow, and/or other statistical software including scripting capability for automating analyses
SSIS, ETL
Javascript, AngularJS 2.0, Tableau
Experience working with time-series data, images, semi-supervised learning, and data with frequently changing distributions is a plus
Experience working with Manufacturing Execution Systems (MES) is a plus
Existing papers from CVPR, NIPS, ICML, KDD, and other key conferences are plus, but this is not a research position
Education:


B.S. in Mathematics, Computer Science, Data Science and Physics.

M.S. or Ph.D. with specialization in Data analytics, mathematics, Physics, Statistics, computer science.

Experience:


5+ years to data science and machine learning.

Location: Hyderabad


Join an inclusive team passionate about one thing: using their expertise in the relentless pursuit of innovation for customers and partners. The solution we build helps make everything from virtual reality experiences to breakthroughs in neural networks possible. We do it all while contributing to integrity, sustainability, and giving back to our communities. Because doing so can spark the very innovation we are pursuing.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.

Keywords: Hyderabad || Andhra Pradesh (IN-AP) || India (IN) || Technology Development || Experienced || Regular || Engineering || #LI-RR1 || Tier 4 ||"
Machine Learning,"ServiceNow is changing the way people work. With a service-orientation toward the activities, tasks and processes that make up day-to-day work life, we help the modern enterprise operate faster and be more scalable than ever before.

Were disruptive. We work hard but try not to take ourselves too seriously. We are highly adaptable and constantly evolving. We are passionate about our product, and we live for our customers. We have high expectations and a career at ServiceNow means challenging yourself to always be better.

The Machine Learning group at ServiceNow builds infrastructure and designs models to solve a wide range of business problems for many of the largest, best known companies in the world. We work in close collaboration with each of our Business Units and craft solutions from initial requirements gathering, through design and testing of the best adapted machine learning techniques, to production deployment of high-performance solutions.

What you get to do in this role:

You will play a major part in building a pioneering conversational interface for interacting with data. Traditional analytical tools tend to require a technically savvy user and a lot of training and experience in order to produce even fairly simple results. We are taking a completely fresh approach with the expectation that any user, regardless of technical knowledge, should be able to pose simple questions using natural language and get meaningful results and visualizations. Any business user familiar with the usual vocabulary they use to talk with their coworkers will be able to get real data from the system. We are just getting started with our early adopter customers and we need your help to scale the architecture to handle our 5k+ enterprise customers around the world.
Build the best cloud software for businesses using a market leading development cloud platform.
Work closely with the product owners to understand detailed requirements and own your code from design, implementation, test automation and delivery of high-quality product to our users.
Collaborate day-to-day with an energetic team of like-minded developers, product managers and quality engineers using agile software development methodology.
Master new functional areas and take ownership of features that matter to our customers.
Design features with a core commitment to quality and an eye to how the products will evolve in future releases
In order to be successful in this role, we need someone who has:

Good knowledge of and strong interest in linguistics and NLP. The key job responsibility at first will be to maintain, enhance, and evolve the architecture for the grammar rules which drive our NLQ technology. We need to evolve from customer/user interviews to test the effectiveness of our query grammar to a more automatic, context dependent, adaptive, learned-from-data style of grammar management. This will bring you into direct contact with the most sophisticated contemporary neural network-based NLP technologies (think Transformers, BERT, ALBERT, etc.) as we grow, while keeping you grounded in a tech stack that will remain relevant as various waves of AI hype come and go.

You will be joining a strong team with domain experts ready to teach you anything you dont already know. An exact match on skills is less critical than strong design instincts, high quality coding discipline and enthusiasm for taking on an ambitious project that will reshape the way people interact with enterprise software. Be there from the beginning!
Demonstrated experience, professional interest in NLP technology and applied linguistics
Experience with Search/Information Retrieval would be helpful
Experience with rule-based systems would be helpful
Expertise in designing solutions for complex technical problems
Good grip on solving performance issues and non-functional technical requirements
Excellent collaboration skills with multiple stakeholders
7+ years working in a comparable software development role
Expertise with Java, OOP, Design Patterns, time and space-efficient algorithms
Experience building new products that leverage challenging high-performance algorithms
Passion for software development and problem solving
High energy, self-starter with aptitude for learning new technologies
Expertise in coding efficient, object-oriented, modularized and quality software
Familiarity with AJAX, JSON, HTML, XML, CSS, SOAP, REST and associated frameworks
Knowledge of unit testing, profiling, and code tuning
Exceptional debugging, testing, and problem-solving skills
Strong written and verbal communication
Experience with open source technologies like Linux and MySQL
Strong educational background in Computer Science or similar discipline, graduate degree a plus
Desired Skills
Knowledge of Machine Learning algorithms
Familiarity with Unix shell and source control systems and tools such as git, maven and ant.
Familiarity with Eclipse or IntelliJ.
Experience developing on the ServiceNow platform and APIs
We provide competitive compensation, generous benefits and a professional atmosphere. This is a very collaborative and inclusive work environment where individuals strong on aptitude and attitude will have an opportunity to grow their professional careers through working with some of the most advanced technology and talented developers in the business."
Machine Learning,"Data Scientist

We are looking for a Data Scientist to help us create machine learning products. Data Scientist responsibilities include understanding the business problem and experimenting with different modelling architectures to create the best possible setup from model performance as well as computational performance. To do this job successfully, you need exceptional skills in Machine Learning and Programming. Your ultimate goal will be to find the best data-based solution for the problem at hand

Job Description:

Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress
Develop and maintain robust data processing pipelines and reproducible modelling pipelines
Build mathematical models to solve various problems ranging from Time Series forecasting to Neural Networks and ensure seamless deployment in production pipelines.
Explore data and communicate insights clearly to non-technical as well as technical audience
Analyze experimental results, iterate and refine models to create significant business impact
Follow strict coding standards and other software engineering best practices and be the proponent of the culture in the organization.
Preferably from FMCG Industry

Requirements

Bachelor’s Degree in a Quantitative discipline
4-6 years’ experience in data science/Analytics roles
Expert Proficiency in Time Series Forecasting – Classical & Machine Learning
Proven experience as a Data Scientist or similar role
Expert ability to write robust code in Python
Familiarity with machine learning frameworks (like Tensorflow or PyTorch) and libraries (like scikit-learn , StatsModels )
Should be proficient in evaluation metrics (MAPE, F1, RMSE, Confusion Matrix)
Should possess strong problem-solving skills
Excellent verbal and written communication skills
You take complete ownership of your work and are self-driven.

Good to Have

Deep Learning Frameworks like Tensorflow, PyTorch etc.
Familiarity in working with Azure, AWS, GCP etc.
Experience with NoSQL databases, such as MongoDB, Cassandra
Experience with containerizing applications using Docker

Mandatory Skills

R, Python ,Machine leaning

Desirable Skills

R, Python ,Machine leaning"
Machine Learning,"OUR STORY:

JioSaavn is South Asias leading music streaming service. We are over 200 entrepreneurs, across New York, California, Mumbai, Gurgaon, and Bangalore, who help music lovers access, discover, and listen to their favorite songs across languages and genres. In early 2018, a merger between JioMusic and Saavn was announced; creating a combined entity valued at over $1 billion.

We blend digital technology, data analysis (which we have affectionately coined Music Science), and a strong, fearless business acumen to reach all corners of the globe. Through partnerships with Apple, Google, Amazon, Facebook, Twitter and Shazam - to name a few - JioSaavn reaches more music fans across the world. Our award-winning mobile products, partnerships, innovations and thought leadership have been featured in some of the worlds leading publications, from The New York Times, to The Wall Street Journal, The Economic Times to Forbes, and many more. We are well-funded by some of the worlds most successful institutional investors and global media companies as well as a number of strategic individuals. Beyond investing, they are advisors and supporters of our vision, our passion, and our collective ability to deliver a revolutionary music experience as the leader in India.

OUR CULTURE:

At JioSaavn, we ignite passion and performance to work towards a collective goal: creating the perfect mobile entertainment ecosystem that delivers the best possible music experience to millions of listeners around the world. Our default mode is that of perpetual innovation. Together, we form a concerted rhythm that goes beyond borders. We don't just go with the flow, we create it.

JioSaavn offers a dynamic and unconventional work environment, full of fun wholesome experiences from in-office performances by some of the worlds most beloved musicians to opportunities for international travel. We believe creativity and technology blend together like sweet melodies. When you choose JioSaavn, you join a diverse world of high-calibre techies, artists, and inventors hailing from companies like Yahoo!, Twitter, LinkedIn, Google, Qualcomm, HBO, Microsoft, Flipkart, Amazon, Paytm, Quikr, MSN, and NDTV. We are one of the few digital companies to provide employment opportunities that meet the Silicon Valley benchmark right here in Mumbai! Figures, since weve got Silicon Valley covered, too.

Our value-based, people-first work culture is about empowering every individual in our global team to be catalysts for change in this dynamic digital world. Every day is an opportunity to bring your vision to life, and to expand, learn and grow. No idea is left unconsidered. No voice is left unheard.

With listeners speaking multiple languages in almost every country in the world, we like to think we have the most diverse user base on the planet. This has only been made possible because of the value we place on radical inclusivity in our offices across the globe. We believe different is wonderful, and what sets us apart is also what brings us closer. JioSaavn prides itself on being an equal opportunity employer. We have committed ourselves to creating a safe environment with fair and equal access and opportunities, sans discrimination. We encourage everyone to be open to experiences and perspectives beyond their normal; divergent thinkers create differentiated products, and even better music.

If our vibe matches with yours, we'd love to hear from you.

ROLE & RESPONSIBILITIES:
End to end product tracking (events structuring, implementation with engineering teams, QA). This includes working with the engineers to ensure that every feature/new product release has all relevant events, are properly tested and can deliver relevant metrics to the Prod Owners.
Defining & documenting all the structural changes in events & communicate them to the relevant teams.
Partnering with Data-Infra & BI teams to help build out our data platforms & infrastructure.
Providing assistance to the Product Team with data analysis and guide the product decisions based on insights from data validation & A/B Testing.
Creating reports on their findings and communicating next steps to key stakeholders.
Documenting and speaking clearly, the complex ideas & findings.
REQUIREMENTS:
Have 1-2 years of data analyst experience.
Adept in writing optimised SQL/Hive Query & knowledge about Big Data framework.
Strong hold in scripting languages like Python/R.
Proficiency in web/product analytics tools like Google analytics, Amplitude, web analytics etc.
Basic Understanding of statistical/predictive modelling and segmentation techniques.
Proficient in working with advanced Excel and Powerpoint.
Be great in translating data to insights, report writing and relevant visualisations.
Strong communication/interpersonal skills along with an eye for detail.
Demonstrated knowledge of and skill in decision making, customer service, interpersonal relations, problem solving, project management, quality management, written communication, results orientation, strategic thinking.
Experience in the technology industry with the big-data infra will be a bonus.
BENEFITS AND PERKS:

At JioSaavn, we blur work and play, and you get all the perks of a global company. You will get to work with a dynamic group of entrepreneurs, who are delivering results and working zealously across time zones to make a difference in the way the world experiences music. We love what we do, and we think you will too.
Work days: Monday to Friday (weekends off)
Group Mediclaim
Fun Fridays
Flexible vacation policies
Free healthy (and unhealthy) lunches & snacks
JioSaavn -sponsored team outings
Powered by JazzHR"
Machine Learning,"We are looking for highly motivated Machine Learning Engineer who can help us to generate usefule insights from hightly volatiled data of Finance, Healthcare, Real Estate etc. One should be quick learner to build machine-learning solutions to communicate with complex data to make future decisions.

Responsibilities
Work closely with experienced machine learning engineers on detailed requirements and implementation of end-to-end solutions in production.
Conduct hands-on data analysis of complex data, build large-scale machine-learning models and pipelines.
Establish scalable, efficient, automated processes for large-scale data analysis, machine-learning model development, model validation and deployments.
Skills and Experience
M.S. or Bachelor in Computer Science, Machine Learning, Statistics, Applied Mathematics or related discipline
Should be aware with Python, Tensorflow, Pandas, Numpy, Matplotlib or other machine learning tools
Education in computation or other applied mathematics is a big plus
Good communication skills and ability to work with a team
Domain knowledge of Finance, Healthcare, Retail or Real Estate is also a plus.
Are you ready ?

What are you waiting for, if above mentioned job details match to skills, send us your updated resume at hello@crossml.com"
Machine Learning,"Site Name: India - Karnataka - Bengaluru
Posted Date: Jul 28 2020
GSK is one of the worlds foremost pharmaceutical and healthcare companies and we are proud to be leading a healthcare revolution.

By disrupting our approaches to R&D and commercial business processes, D&A is allowing us to integrate, simplify and unlock all our data to drive innovation, decision making and enable our transformation in servicing our patients, healthcare professionals and consumers.

YOU would be responsible for the following:
Demonstrate specialization in AI/ML and Cognitive technology, process automation and process mining.
A strong business architecture foundation combined with technical skills background.
Deliver key analytics projects in an agile methodology.
Lead the investigation and detailed analysis of Cognitive ML/AI Incidents and process exceptions including a strategic approach to root cause analysis.
Provide accurate specifications and timely deliverance of all our products which need a good foundation of Data analytics, ML algorithm, python and other related coding experience
Follow proper DevOps methodologies, CI/CD pipelines, change and release management controls.
We are looking for professionals with these skills to achieve our goals. If YOU have these skills, we would like to speak to you.
MS/BS degree in Computer Science, Engineering, Design
Experience in Advanced analytics systems including but not limited to Apache, Hadoop, or any other Hadoop systems, HDFS, Graph and other non-relational databases.
Experience with in cloud or on-premise environment.
Experience on Azure ML, Azure Cognitive services is preferred.
Technical expert in AI/ML algorithms who can take these algorithms developed in Python, Scala, spark etc.
Experience in deploying AI/ML algorithms. Expert understanding of performance evaluation of the models.
Extensive experience in UAT, SAT and UX for adv analytics.
Why GSK?


Our values and expectations are at the heart of everything we do and form an important part of our culture. These include Patient focus, Transparency, Respect, Integrity along with Courage, Accountability, Development, and Teamwork. As GSK focuses on our values and expectations and a culture of innovation, performance and trust, the successful candidate will demonstrate the following capabilities.

GSKIndia_DA

*LI-GSK

Our goal is to be one of the worlds most innovative, best performing and trusted healthcare companies. We believe that we all bring something unique to GSK and when we combine our knowledge, experiences and styles together, the impact is incredible. Come join our adventure at GSK where you will be inspired to do your best work for our patients and consumers. A place where you can be you, feel good and keep growing.

Important notice to Employment businesses/ Agencies

GSK does not accept referrals from employment businesses and/or employment agencies in respect of the vacancies posted on this site. All employment businesses/agencies are required to contact GSK's commercial and general procurement/human resources department to obtain prior written authorization before referring any candidates to GSK. The obtaining of prior written authorization is a condition precedent to any agreement (verbal or written) between the employment business/ agency and GSK. In the absence of such written authorization being obtained any actions undertaken by the employment business/agency shall be deemed to have been performed without the consent or contractual agreement of GSK. GSK shall therefore not be liable for any fees arising from such actions or any fees arising from any referrals by employment businesses/agencies in respect of the vacancies posted on this site.

It has come to our attention that the names of GlaxoSmithKline or GSK or our group companies are being used in connection with bogus job advertisements or through unsolicited emails asking candidates to make some payments for recruitment opportunities and interview. Please be advised that such advertisements and emails are not connected with the GlaxoSmithKline group in any way.

GlaxoSmithKline does not charge any fee whatsoever for recruitment process. Please do not make payments to any individuals / entities in connection with recruitment with any GlaxoSmithKilne (or GSK) group company at any worldwide location. Even if they claim that the money is refundable.

If you come across unsolicited email from email addresses not ending in gsk.com or job advertisements which state that you should contact an email address that does not end in gsk.com, you should disregard the same and inform us by emailing askus@gsk.com, so that we can confirm to you if the job is genuine."
Machine Learning,"We are looking for a Data Scientist who will support our leadership and teams with insights gained from analyzing University data.
The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. Must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building, and implementing models, using/creating algorithms, and creating/running simulations.
The data scientist must have a proven ability to drive business results with their data-based insights. The candidate must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.
QUALIFICATIONS:
Master’s in Statistics, Mathematics, Computer Science, or another quantitative field
English at a mother tongue level
10+ years of experience manipulating data sets and building statistical models
Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.
Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop)
Experience working with and creating data architectures.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests, and proper usage, etc.) and experience with applications.
Job Type: Full-time
Experience:
manipulating data sets and building statistical models: 10 years (Required)
statistical computer languages: 5 years (Required)
Education:
Master's (Required)
Location:
Mysore, Karnataka (Required)
Language:
english (Required)"
Machine Learning,"Company:
Qualcomm India Private Limited
Job Area:
Engineering Group, Engineering Group > Machine Learning Engineering
Job Overview:


Qualcomm is a company of inventors that unlocked 5G ushering in an age of rapid acceleration in connectivity and new possibilities that will transform industries, create jobs, and enrich lives. But this is just the beginning. It takes inventive minds with diverse skills, backgrounds, and cultures to transform 5Gs potential into world-changing technologies and products. This is the Invention Age - and this is where you come in.

Join a dynamic team at Qualcomm focused on advancing state-of-the-art in Machine Learning applications. The team invents Machine Learning techniques that will change the way chips are designed, by reducing long-loop iterations and enabling deeper exploration of the chip design solution space. The candidate will be expected to work on identifying new opportunities to apply Machine Learning in chip design, exploring advanced ML solution techniques, developing/testing/tuning ML algorithms, and writing/deploying/supporting production-ready software to chip design teams.

Minimum Qualifications
An amazing team player most important!
Expertise in Machine Learning theory and hands-on programming is a must
Experience with advanced ML techniques (e.g., CNN, GNN, RNN, RL)
Strong analytical and communication skills
Familiarity with VLSI is a strong plus
B. Tech, M. Tech or Ph.D. in CS/ECE, with 3-10 years experience after Bachelors degree
Applicants: If you need an accommodation, during the application/hiring process, you may request an accommodation by sending email to accommodationsupport

To all Staffing and Recruiting Agencies: Our Careers Site is only for individuals seeking a job at Qualcomm. Staffing and recruiting agencies and individuals being represented by an agency are not authorized to use this site or to submit profiles, applications or resumes, and any such submissions will be considered unsolicited. Qualcomm does not accept unsolicited resumes or applications from agencies. Please do not forward resumes to our jobs alias, Qualcomm employees or any other company location. Qualcomm is not responsible for any fees related to unsolicited resumes/applications."
Machine Learning,"Ahmedabad

Be a part of the movement to revolutionize the in-store customer experience through the loyalty program and the other features we have to offer.We believe in creating memories that will last forever. We want to help businesses develop personal connections with their customers and provide the customers with experiences that they will cherish forever and will keep them coming back.
We’re scrappy, hard-working perfectionists looking for people who can add immediate value to our team. As a member of the founding team of # Loyalty, you will have the opportunity to work across different business verticals in an extremely faced paced environment. You'll play a key role in product development, strategy and other business decision.

Job Description

Machine Learning & Artificial Intelligence are embedded deeply into our products evolution. We are looking for talented individuals to help us build these tools and embed them into our product offering. The exposure and impact on the product will be massive! And select individuals would be offered a full-time or part-time position post the internship, depending on the performance during the same.

What we're looking for:
Experience working with Python and libraries like NumPy, SciPy, Pandas, Scikit-learn, Tensorflow etc.
Experience working with large data-sets (provide links to your work on Github/Kaggle)
Solve complex performance problems and architectural challenges
Passionate about Machine Learning and AI
Strong knowledge of PHP web frameworks {{such as Laravel, CI,}}
Worked on real world recommender / ranking systems
Prior experience working at a startup environment would be great
Other Skills
Python, Machine Learning, Numpy/Scipy/Pandas/Scikit-learn
Should be able to handle a team technically.
Experience

PHP: 1+ years (Preferred)
Contact Us to Apply : (+91) 851 187 8094 info@r3coder.com"
